Email IDs,Email Text,Email Type
mail.example.com,"-----BEGIN PGP SIGNED MESSAGE-----
Hash: SHA1On Tuesday 27 August 2002 07:45 am, Justin Mason wrote:
> Tony Svanstrom, on SpamAssassin-talk, noted this US patent:
>
> http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=/netah
>tml/PTO/sea",Safe Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mail.example.com,"Inn Share's [shareinnn@yahoo.com] 22 lines of wisdom included:
> 
> Hi,all:
> 
> Does anyone know how to list the biggest file in my
> root directory?or the second biggest ..etc...
> 
> Because I want to find out what is the reason cause my
> root all most full.$ find /dir -name \*  | xargs du -s | sort -nSmallest files are listed first with the largest at the end. So if
you want to get the 5 largest files, pipe through tail.e.g.$ find /dir -name \*  | xargs du -s | sort -n | tail -5
-- 
  Philip Reynolds        
   RFC Networks          tel: 01 8832063
www.rfc-networks.ie      fax: 01 8832041-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",Safe Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mail.example.com,"urgent reply . from the desk of : barr arisman shonikon chambers & associates no 56 b . aba road , port - harcourt nigeria private email address ( @ shymail . com ) dear i sincerely apologize for intruding into your privacy especially by contacting you through this means for a business transaction of this magnitude , but due to its seriousness and urgency it therefore became necessary for me to seek your assistance . i am barr . arisman shonikon , the personal lawyer to late mr . frank ionescu , a foreigner , who worked with an oil servicing company in the oil rich niger delta area of bayelsa state . i am contacting you concerning my late client and an investment he made . i would respectfully request that you keep the contents of this mail confidential and respect the integrity of the information you come by as a result of this mail . i contacted you independently and no one should be informed of this communication . i would like to intimate you with certain facts that i believe would be of interest to you . this is a genuine transaction and is 100 % risk free . all i ' m demanding from you is your honest co - operation to enable us achieve our goal , and not a perfidious person . on the 6 th of may , 2002 it was reported to us that my client , his wife and their only daughter were involved in a local plane crash at kano state , enroot abuja ( the capital city ) all occupants in the plane lost their lives , unfortunately on this same flight were other dignitaries like the sports minister and a host of others meanwhile , until his death , my late client had a fixed deposit account of usd $ 15 . million deposited in a security company ( unic security company ) here . recently , i received an ultimatum from the security company asking me to provide my late client ' s relative so that the money would be given to them . but unfortunately it was discovered that my late client did not declare any identifiable family member in all the official documents he tendered to the security company while opening the account . therefore , this development leaves me as the only person with the full picture of what the prevailing situation is in relation to the deposit my late client made and who is entitled to be the bona fide beneficiary / next of kin or relative because he died intestate . therefore , if i fail to locate any of his relatives or his next of kin ( and have this money transferred to them ) the security company will at the expiration of the 6 weeks ultimatum given to me confiscate the account . according to the ultimatum issued to me by the security company , if i fail to present to them my late client ' s relative , with a legitimate statement of claim for the money before the given time they will confiscate the account and the money declared ' unclaimed balance ' . this will result in the money being taken over by the security company . this will not happen if i have my way . since i have been unsuccessful in locating the relatives of my late client all these while , my proposal , therefore , is to present you as the next of kin / relative of my client due to the fact that you are a foreigner and can easily pass as a possible relative of my client . i know you will be wondering how possible this could be but i assure you that this is simple . i therefore seek your consent to present you as the next of kin to my client so that the money he deposited with the security company would be paid to you and there after you and i will share the money 40 % for you and i will be taking 60 % . i assure you that the deposit would be released to you within a few days because i have all the relevant information that would facilitate that will be required on documentation . first , i will like you to provide immediately the following information : your full names . contact address . telephone / fax numbers . with this information i will prepare the necessary documents and affidavit that will put you in place as the next of kin . after we have successfully satisfied the requirements of the bank the money totaling usd 15 . million would be paid into your account for you to take 40 % and i will be taking 60 % . all i require is your honest co - operation to enable us see this through . there is no risk at all because everything would be done legally and my position as a qualified attorney will facilitate everything . secondly , i will give you all the necessary documents that would serve as evidence proving that you are the next of kin / relative of my late client . these documents will legally conferm on you the status to act as the beneficiary of the estate of my late client . what i related to you might smack of unethical practice but i want you to understand that this is a once in life time opportunity capable of turning around our situation . the truth is that this money would not be taken by the government but by some greedy security company officials and i would not fold my arms and watch this happen hence my decision to contact you . if you are interested in doing this transaction with me kindly send your reply to this email address : ( arismanshonikon @ shymail . com ) thank you as i await your positive response . barr . arisman shonikon .",Phishing Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mail.example.com,"[Guido]
>   ...
>   I don't know how big that pickle would be, maybe loading it each time
>   is fine.  Or maybe marshalling.)My tests train on about 7,000 msgs, and a binary pickle of the database is
approaching 10 million bytes.  I haven't done anything to try to reduce its
size, and know of some specific problem areas (for example, doing character
5-grams of ""long words"" containing high-bit characters generates a lot of
database entries, and I suspect they're approximately worthless).  OTOH,
adding in more headers will increase the size.  So let's call it 10 meg
.",Safe Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mail.example.com,"valero 8018 and 1394 gary , what is the status of this ? hc - - - - - - - - - - - - - - - - - - - - - - forwarded by howard b camp / hou / ect on 12 / 29 / 99 10 : 06 am - - - - - - - - - - - - - - - - - - - - - - - - - - - kenneth seaman 12 / 21 / 99 01 : 02 pm to : gary w lamphier / hou / ect @ ect , howard b camp / hou / ect @ ect , joanie h ngo / hou / ect @ ect , robert e lloyd / hou / ect @ ect cc : daren j farmer / hou / ect @ ect subject : valero 8018 and 1394 it is my understanding the outages valero incurred at the above locations are force majure situations during december and should not trigger the buyback feature of the contract . gary , i have not seen any documentation of this from valero . please follow up with your counterpart to secure the letter of notice or we will need to process the deal as if the buyback is active . thanks ken",Safe Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mail.example.com,"enron / hpl actuals for november 13 , 2000 teco tap 120 . 000 / hpl gas daily ls hpl lsk ic 30 . 000 / enron",Safe Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mail.example.com,"Al white wrote: >erm... it runs Solaris x86 as standard...It runs Solaris 8 x86 as standard.
(I was joking Al)M.
-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",Safe Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mail.example.com,"search for matches now find a date for tonight and get laid . are you looking to meet someone who ' s looking for the same thing you are ? quick sex casual flirting cyber sex and lots more . . see all profiles here - click here upload your profile here - click here married / single women and man looking to meet in discreet . browse thousands of profiles with pics to match your needs . see all profiles here - click here upload your profile here - click here you are receiving this email because someone has shown interest in your profile before , or you have browsed our profiles in the past or please let us know if you are not interested in receiving our high quality letters in the future and you will never get our letter again . thank you remove yourself here s thomas r airspace",Phishing Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mail.example.com,start date : 12 / 20 / 01 ; hourahead hour : 5 ; start date : 12 / 20 / 01 ; hourahead hour : 5 ; no ancillary schedules awarded . no variances detected . log messages : parsing file - - > > o : \ portland \ westdesk \ california scheduling \ iso final schedules \ 2001122005 . txt,Safe Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mail.example.com,"announce : mac common lisp http server 1 . 2 beta ( 29 . 2 ) the common lisp web server is now available for mcl 3 . 0 . you can now interface your lisp programs to the world show exactly what you can do better and faster in lisp . the server is full-featured ( http 1 . 0 and html 2 . 0 ) and comes complete with source code . it has been proven in major production systems ( running on the lisp machine ) and applied in a number of artificial intelligence systems . key features include : * computed urls * html 2 . 0 generation . * implements get , head , post , put , delete http methods . * extensible , object-oriented architecture . * advanced condition architecture . * self - documentation . * working examples to get you started . * toolkit of web abstractions . * rapid prototyping for research , products , or protocol development . * disconnected operation on powerbooks . * complete source code . * free . the server was described in a paper at the 1st www conference http : / / www . ai . mit . edu / projects / iiip / doc / cl-http / server-abstract . html mac and lisp machine versions are now available for ftp from : ftp : / / ftp . ai . mit . edu / pub / users / jcma / cl-http / mac version 1 . 1 is included in the mcl 3 . 0 cd from digitool ( http : / / www . digitool . com / ) , which was cut yesterday and should be in user hands within about two weeks . the server also runs in mcl 2 . 0 . 1 , but only in single threaded mode . a listserve to discuss common lisp based www servers , clients , and related design issues is available at www-cl @ ai . mit . edu . you can join by sendin g an email message to www-cl - request @ ai . mit . edu including in the message body subscribe www-cl < your email address > future releases will be announced to www-cl . please report any interesting applications or server extensions to www-cl @ ai . mit . edu volunteers are sought for ports to lispworks , franz , lucid , cmu lisp or any other full-featured lisps running on pcs , unix machines , or other architectures . given the mac port , this reduces to deploying threads and interfacing to tcp . there will be a tutorial on this server and programming the web at the 1995 lisp users and vendors conference in cambridge in august , 1995 . ( contact luv-organizer @ ai . sri . com for further information ) . information is sought on other uses of dynamic languages ( e . g . , lisp , scheme , dylan ) in world wide web applications . the mac port was a product of a collaboration between apple 's cambridge research laboratory , the ai department of the university of wuerzburg , digitool inc , and the mit artificial intelligence laboratory . support for the mit ai lab 's research is provided in part by the advanced research projects agency of the us department of defense under contract number mda972-93 - 1-003n7 .",Safe Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
server11.sojung.net,"
Oddly enough we have been ""discusing"" this over in www.geocaching.com
Opinons on the it range from YeaBoy to ItsAgainstTheLAW. Mostly though its
either folks are boned up on the subject and are cool with it or they are
sheeple bleating to the big daddy to protect them. I sstill cant get my
head around the fact that so many people are so much the willing sheeple
for things like the Patriot Act and all the surrounding shackle racking.http://opentopic.groundspeak.com/0/OpenTopic?a=tpc&s=1750973553&f=6770936793&m=6220923794
http://xent.com/mailman/listinfo/fork",Safe Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mail.example.com,"URL: http://www.newsisfree.com/click/-1,8390120,1717/
Date: 2002-09-30T11:09:22+01:00(Doc Brown)
",Safe Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mail.example.com,"summary : pig latins in may , 1996 , i published a request for information on foreign pig latins . i apologize for the delay in summarizing the results . you can thank dan downs and waruno mahdi for keeping me honest and inspiring me to do this at last . i got such a great response that it was an intmidating job . forgive me ! i had n't taken the time to summarize the results until now , but here are the languages and rules that i was given . i appreciate the information ! thanks to the following contributors in totally random order : neil bermel william byrne "" nadine "" robert lyle good marina yaguello paul de lacy marc picard geoffrey sampson andrew s . mccullough jack aubert nevin leder scott martens billy clark jack hall judit j . toth mark a . wilson marc hamann annabel cormack nancy frishberg john goldsmith forrest richey trey jones dale russell lex olorenshaw liz mckeown marion kee salvatore attardo nobuko koyama - murakami ( which sounds like a language game already ; - ) john goldsmith , who edited the handbook of phonological theory , recommends bruce bagemihl 's survey of pig latins within that book . it was published by basil blackwell 's and reissued in paperback in 1996 . ( this is highly recommended , even by people who are not john goldsmith ! ) everyone said that these are called "" language games "" rather than "" toy languages "" , but my family is so competitive that if a game does n't have a winner and loser it 's not a game ! ( hence my use of the word "" toy "" ! ) here are specific examples : chinese : onsset of a typical monosyllabic word is prepended to a different rime , which is suffixed to a different onset ( possibly k ) "" zhai kang "" for "" zhang "" mandarin : fanquie languages ( each example has its own name , based on the pattern involved ; no example given ) dutch : backward speaking : reverse syllables and sometimes words ( emerged from economic causes - - needed secret speech so other fisherman would n't learn their secrets ) english : insert / ab / between onset and rime of each syllable "" maby nabame abis babill "" for "" my name is bill "" . ( also with / ^ b / , called "" ubby dubby "" ; sample at very end ) gibberish : insert "" itherg "" after each consonant "" bithergy thitherga witherrgay "" for "" by the way "" bicycle : insert @ s ( schwa s ) after every consonant : "" h @ se t @ sold m @ sse "" for "" he told me "" eggegg langeggwagegg : add ' egg ' after every consonant : "" theganksegg yeggou "" for "" thank you "" zambuda : english pronounced wrong in every possible way ! long vowels became short ; c pronounced s when should have been k . "" @ - nosk beh-faw - re een-tee - rynj "" for "" knock before entering "" yardle bardle : those particular words were interspersed in such a way that the victim - - er , eavesdropper - - could never figure out the rules . ob-talk , from the firesign theatre : "" ob "" before words ( breaks down into raucous imitation of rooster calls at a cockfight ) arp-bark : put / arp / before "" first vowel of every syllable "" ( and i thought there was only one vowel per syllable anyway ) "" harpellarpo "" for "" hello "" french : verlan : individual words are said backwwords . "" verlan "" for "" l ' enverse "" ( meaning "" backwords "" "" zomblou "" for "" blouson "" ( jacket ) german : "" lav "" inserted after vowels . "" ilavich wohlavonelave ilavin balavad holavombulavurg "" for "" ich wohne in bad hombburg "" hungarian : put "" v "" after the vowel and repeat the vowel : "" tu - vudsz i-vigy be-ve - sze ' - ve ' - lni ' vi "" for "" tudsz igy besze ' lni "" more advanced : say / rg / isntead of / v / . italian : "" latino maccheronico "" - not the same thing . uses italian roots and attaches latin inflection morphology for humorous effect . italian language game : subsstitute initial consonant with "" f "" "" fatino faccheronic "" for "" latino maccheronico "" japanese : ba - bi-bu - be-bo language : insert "" b "" plus vowel between syllables "" waba taba sibi waba "" for "" watasi-wa "" portuguese : sima language : insert "" sima "" [ after vowels , i think ] "" quecima-rosima cocima-mesima ( or cocima-mercima ) alcima-gocima ) for "" quero comer algo "" linga do pe : ( language of the letter p ) here 's how one version of it works : 1 . add [ p ] to the end of each syllable . 2 . after the [ p ] you just added to the syllable , copy the rime of that syllable . ( rime = nucleus plus coda ) . 3 . change open syllables in closed [ o ] and [ e ] to the open vowels [ o ] and [ e ] , respectively . 4 . disregard the stress patterns of the original word / sentence ; instead , stress the * copy * of each rime . example : voce ^ cortou o seu cabelo ? did you cut your hair ? vopo ' - cepe ' corpor ' - toupou ' opo ' seupeu ' capa ' - bepe ' - lopo ' ? another person sent this example : "" quepe-ropo copo-mepe alpo-gopo "" for "" quero comer algo "" russian : fufajskij yazyk : place "" fu "" before every syllable in a word : "" fuprifuyet "" for "" privet "" porosyachia latin ( pig latin ) : can be formed different ways . military pig latin : "" ka "" instead of "" fu "" : "" katy kakukada kaseikachas kaikadiosh "" for "" ty kuda sejchas idiosh "" spanish : insert [ vf ] between onset and rime of each syllable , where [ v ] is the vowel of the rime : "" mefe llafamofo bifill "" for "" me llamo bill "" insert / po / to the end of each syllable : "" copomopo espotaspo "" for "" como estas "" yakut : "" pig latin "" - - imitation of "" russian pig latin "" ( no examples given ) thanks again to everyone for your contributions and interest . i ' ll eagerly accept further contributions at my new address : markell8 @ aolcom yubbu gubbuys ubbar grubbate ! ubay hubope yubbu uball hubbav ubba gubbood subbumubber !",Safe Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mail.example.com,"New Web Technology
UNLIMITED WEB CONFERENCING
Subscribe to the Web Conference Center for only $40.00 per month!
(Connects up to 15 participants at a time plus audio charges)
Manage your meetings virtually on line 
      Application sharing
      Multi-platform compatible (no software needed)
      Call anytime, from anywhere, to anywhere 
      Unlimited usage for up to 15 participants (larger groups availabale)
      Lowest rate $.18 cents per minunte for audio (toll charges included)
      Quality, easy to use service
      Numerous interactive features
FREE DEMOEliminate or Reduce Travel ExpenseTry this on for savings... 
and turn those unnecessary trips into problem solving and fact finding conferences, 
saving time and wear and tear on your overworked business staff. To find out more about this revolutionary concept,
fill out the form below.
Required Input Field*Name*
Web 
            Address
Company 
            Name*            State*
Business 
            Phone*
Home 
            Phone
Email 
            Address*
All information given herein is strictly confidential and will not be re-distributed
      for any reason other than for the specific use intended.
To be removed from our distribution lists, please  
      Click 
      here..
",Phishing Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mail.example.com,"risk assessment this is to confirm the meeting setup for november 22 nd at 9 : 00 am w / mechelle atwood and shawn kilchrist regarding risk assessment for 2001 . location is ebl 962 . if you have any questions , please call me at x 58174 . thanks",Safe Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mail.example.com,"Congrats, in the end...
> ""If they didn't have Max, they might have succumbed, because PayPal was 
> susceptible to fraud and money laundering, and Max tightened them up,""http://www.infoworld.com/articles/ct/xml/02/09/02/020902ctspotlight.xmlSecure and at ease
ByÂ Jack Mccarthy
August 30, 2002 1:01 pm PTMAX LEVCHIN'S FASCINATION with encryption started when he was a teenager 
in Kiev, Ukraine, and continued as he immigrated to the United States 
where he attended the University of Illinois at Urbana-Champaign. In 
late 1998, not two years out of college, he drew on his passion to 
co-found PayPal, the online payment system that has since attracted tens 
of millions of users and gained the reputation as the premier Internet 
transaction processor. Now online auction house eBay has acquired his 
company for a king's ransom.Not bad for a 27-year-old kid from Ukraine.A programmer since he was 10 years old, Levchin and his family moved to 
Chicago in 1991, and since then he has pursued security as if on a 
mission. He created a startup right out of college to build secure 
passwords for Palm Pilots. He met Peter Thiel, and the two founded 
PayPal to target online payment security. Thiel is now CEO of the 
company.""This company was founded on the notion of security value,"" Levchin 
says. ""Peter Thiel and I shared that vision from the very beginning.""Thiel concentrates on company business matters, whereas Levchin remains 
focused on security, which he says is the key to the company's good 
fortune.""I explain [PayPal] as a security company posing as a transaction 
processor,"" Levchin says. ""We spend a lot of time designing security so 
it doesn't step on the toes of convenience and not the other way around. 
The trade-off is fundamental.""Mountain View, Calif.-based PayPal allows businesses and consumers with 
e-mail addresses to send and receive payments via the Internet, 
accepting credit card or bank account payments for purchases. The 
service extends to 38 countries, with more than 17 million users and 
more than 3 million business accounts.Most of PayPal's users are participants in online auctions, which led 
PayPal to be closely linked with eBay, the leading Web auction site. 
Although they were once rivals, the relationship between the two 
companies resulted July 8 in eBay's tentative $1.5 billion acquisition 
of PayPal. The agreement is subject to regulatory review.Levchin says he will stay at PayPal as it merges with eBay. ""There are 
areas of synergy and collaboration we can explore.""Although security is a dominant feature for PayPal, the company's 
ability to carry out open communications among the millions of 
participants fits the growing Web services model, Levchin says.""This is a service that links people and allows them to send messages to 
one another,"" he says. Levchin is a panelist at InfoWorld's 
Next-Generation Web Services II conference Sept. 20PayPal, as an online payment system, is a natural target for fraud. And 
Levchin has almost singlehandedly saved the company from thieves bent on 
exploiting the system, says Avivah Litan, a vice president and analyst 
covering financial services at Stamford, Conn.-based Gartner.""If they didn't have Max, they might have succumbed, because PayPal was 
susceptible to fraud and money laundering, and Max tightened them up,"" 
Litan says.To combat criminals, Levchin established ""Igor,"" an antifraud program 
that monitors transactions and warns of suspicious accounts. Levchin 
says building security and antifraud systems is a job he relishes. ""The 
work I do is important to PayPal and to consumers in general because the 
work makes Internet shopping safe. It's the view that ecommerce has 
arrived.""
",Safe Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mail.example.com,"message subject desirous zebra cervantes department bathe mollycoddle , xanaax , \ / alium , cialiis , \ / iaagra , ambieen & all popular medssno long questioning form , you pay & we shiip out today l ' sworldwide shippiing carouse prom 0 tion running now : \ / aliuum : from $ 70 ambiien : from $ 68 ciaaliis : from $ 96 \ / iaagra : from $ 64 xanaax : from $ 75 & many more meds for u to choose from technion dont miss this prom 0 tionlimited stock until all sold out ( this way please ) rifle cowman coralline . collegiate autonomic remnant phelps bituminous stockade skopje blaspheme budapest credit ,",Phishing Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mail.example.com,wanted ! home product assemblers ! looking for home product assemblers ! ! how would you like to assemble products at home & get paid ! choose your own hours ! be your own boss ! easy work ! excellent pay ! earn hundreds of dollars weekly ! here are just a few examples of the work you will have to choose from : wooden products - up to $ 220 . 00 weekly ! hair accessories - up to $ 320 . 00 weekly ! holiday crafts - up to $ 270 . 00 weekly ! beaded accessories - up to $ 350 . 00 weekly ! . . . . . . . plus many others . there are over 75 companies to choose from ! why not enjoy the benefits and freedom of home assembly work ! to find out more call . . . . . toll free ( 24 hour recording ) 1-800 - 600-0343 office extension # 2425 . usa publishing co . p . o . box 8950 rocky mount nc 27804 name _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ address _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ city & state _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ q 04627caa,Phishing Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mail.example.com,"if you want to fix anxiety or just party like never before , x - anax _ rnd is what you ' re lookin for % rndtext _ 5 _ 14 % rndtext _ 5 _ 14 no - - - - - begin pgp signature - - - - - version : gnupg vl . 0 . 7 ( gnu / linux ) nhbqlfivih + fwpgncv 9 / jvy = 8 y - - - - - end pgp signature - - - - -",Phishing Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mail.example.com,"nomination 4 / 1 / 2000 per our discussion , eff 4 / 1 / 2000 the nom to eastrans will be 60 , 000 mmbtu / d , with 50 , 000 going to pg & e , 2 , 200 into hpl ' s cartwheel at carthage , and 7 , 800 from fuels cotton valley to hpl . eff 4 / 4 , we hope to deliver 15 , 000 into hpl at the lone star / hpl interconnect in rusk county . we will formally nominate for the 4 th on monday morning . the price we will sell this additional gas to you for is hsc - $ . 07 .",Safe Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mail.example.com,"tadalafil soft tabs - great results ! hi ! we have a new product that we offer to you , c _ i _ a _ l _ i _ s soft tabs , cialis soft tabs is the new impotence treatment drug that everyone is talking about . soft tabs acts up to 36 hours , compare this to only two or three hours of viagra action ! the active ingredient is tadalafil , same as in brand cialis . simply dissolve half a pill under your tongue , 10 min before sex , for the best erections you ' ve ever had ! soft tabs also have less sidebacks ( you can drive or mix alcohol drinks with them ) . you can get it at : http : / / roared . net / soft / no thanks : http : / / roared . net / rr . php",Phishing Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mail.example.com,"better market operators . investors , right now , some of the best stock market researchers and analysts in the business are working their global contacts , pouring over financial data , and crunching the numbers to select the next buy / sell recommendation for money matters . . . . . . and investors fortunate enough to receive this newsletter are set to make a significant gain . . . . . . and one of these investors could be you . for a limited time , you ' re invited to receive a complimentary three - month subscription to money matters . that ' s six issues delivered to your door at absolutely no cost to you . the next issue contains information you won ' t want to miss . so sign up to confirm your subscription . money matters is no ordinary investment newsletter . it is written by top investment professionals including technical analysts , broker and traders . twice each month , this glossy , professionally - produced newsletter gives our readers the inside scoop on trends , momentums , news , insights and analyses on selected equities - - from both regional and global markets . alan roth of phoenix growth fund says , - money matters turns a mountain of data into four pages of common sense . but , of the six issues you ' re invited to receive , there ' s one that our readers anticipate the most . that ' s our famous - quarterly recommendation - issue , which profiles a company we predict will be a considerable stock market gainer . imagine . . . some of the world ' s leading financial commentators putting their reputation on the line to tell you exactly which stock to buy , when to buy it , and when to sell . no wonder mark hrbek , author of dollars and sense and the investor ' s guide to profits says , - i found money matters surprisingly candid , not afraid to make a call . . . just how insightful is money matters ? take a look at our previous quarterly recommendations and judge for yourself . wmc resources ltd , ticker : wmr - mining . . . buy oct 2004 aus $ 5 , sell dec 2004 aus $ 7 . 30 . rohwedder ag , market : frankfurt , ticker : rwd . . . machinery & equipment , industrial automation . buy oct 2004 ? 3 . 90 , sell jan 2005 ? 7 . 95 . cheniere energy inc , market : amex , ticker : lng . . . oil & gas exploration / production . buy nov 2004 $ 26 , sell jan 2005 $ 65 . 30 . proven results ! . . . . . . . more previous recommendations previous picks in your market . . . . . . . . . and if you received money matters , you could have read all about it . . . . . . and you still can ! simply by accepting our invitation for three - month subscription . just click sign up and you ' ll receive : three months - that ' s six issues - - of money matters , including our special quarterly recommendation issue , at absolutely no cost or obligation to you . trust me . you won ' t want to miss the news we have for you in the very next issue . so , i urge you to accept our invitation today . best regards , art wintersmoney matters ps . smooth times or turbulent . bull market or bear . there are always opportunities to make huge profits on the equities market . all you need is the right information - and the right buy / sell recommendations . exactly what you ' ll find in money matters . let our researchers and analysts do the legwork and dig for the nuggets of stock market gold . we ' ll make the calls . you make the profits . and here ' s a quick reply bonus . if you sign up within five days of receiving this email , we ' ll also add our valuable weekly email updates to your subscription . if any questions or comments regarding special areas of interest , drop me a line and we will respond as quickly as possible . unsubscribe",Phishing Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
